dataset,time,obs_value,freq,unit,incgrp,age,sex,geo
ilc_lvho07a,2008,4.5,A,PC,A_MD60,Y25-29,F,IT
ilc_lvho07a,2008,2.9,A,PC,A_MD60,Y25-29,M,FI
ilc_lvho07a,2008,5.7,A,PC,A_MD60,Y25-29,M,IT
ilc_lvho07a,2008,3.8,A,PC,A_MD60,Y25-29,T,FI
ilc_lvho07a,2008,5.1,A,PC,A_MD60,Y25-29,T,IT
ilc_lvho07a,2008,1.3,A,PC,A_MD60,Y6-11,F,FI
ilc_lvho07a,2008,4.2,A,PC,A_MD60,Y6-11,F,IT
ilc_lvho07a,2008,3.2,A,PC,A_MD60,Y6-11,M,FI
ilc_lvho07a,2008,2.9,A,PC,A_MD60,Y6-11,M,IT
ilc_lvho07a,2008,2.3,A,PC,A_MD60,Y6-11,T,FI
ilc_lvho07a,2008,3.6,A,PC,A_MD60,Y6-11,T,IT
ilc_lvho07a,2008,4.6,A,PC,A_MD60,Y_GE65,F,FI
ilc_lvho07a,2008,5.1,A,PC,A_MD60,Y_GE65,F,IT
ilc_lvho07a,2008,3.3,A,PC,A_MD60,Y_GE65,M,FI
ilc_lvho07a,2008,2.8,A,PC,A_MD60,Y_GE65,M,IT
ilc_lvho07a,2008,4.1,A,PC,A_MD60,Y_GE65,T,FI
ilc_lvho07a,2008,4.1,A,PC,A_MD60,Y_GE65,T,IT
ilc_lvho07a,2008,1.5,A,PC,A_MD60,Y_LT18,F,FI
ilc_lvho07a,2008,4.0,A,PC,A_MD60,Y_LT18,F,IT
ilc_lvho07a,2008,2.9,A,PC,A_MD60,Y_LT18,M,FI
ilc_lvho07a,2008,3.6,A,PC,A_MD60,Y_LT18,M,IT
ilc_lvho07a,2008,2.2,A,PC,A_MD60,Y_LT18,T,FI
ilc_lvho07a,2008,3.8,A,PC,A_MD60,Y_LT18,T,IT
ilc_lvho07a,2008,2.0,A,PC,A_MD60,Y_LT6,F,FI
ilc_lvho07a,2008,5.3,A,PC,A_MD60,Y_LT6,F,IT
ilc_lvho07a,2008,3.3,A,PC,A_MD60,Y_LT6,M,FI
ilc_lvho07a,2008,5.2,A,PC,A_MD60,Y_LT6,M,IT
ilc_lvho07a,2008,2.7,A,PC,A_MD60,Y_LT6,T,FI
ilc_lvho07a,2008,5.3,A,PC,A_MD60,Y_LT6,T,IT
ilc_lvho07a,2008,18.3,A,PC,B_MD60,TOTAL,F,FI
ilc_lvho07a,2008,28.2,A,PC,B_MD60,TOTAL,F,IT
ilc_lvho07a,2008,19.3,A,PC,B_MD60,TOTAL,M,FI
ilc_lvho07a,2008,26.3,A,PC,B_MD60,TOTAL,M,IT
ilc_lvho07a,2008,18.8,A,PC,B_MD60,TOTAL,T,FI
ilc_lvho07a,2008,27.4,A,PC,B_MD60,TOTAL,T,IT
ilc_lvho07a,2008,14.7,A,PC,B_MD60,Y12-17,F,FI
ilc_lvho07a,2008,23.9,A,PC,B_MD60,Y12-17,F,IT
ilc_lvho07a,2008,10.8,A,PC,B_MD60,Y12-17,M,FI
ilc_lvho07a,2008,24.5,A,PC,B_MD60,Y12-17,M,IT
ilc_lvho07a,2008,12.7,A,PC,B_MD60,Y12-17,T,FI
ilc_lvho07a,2008,24.2,A,PC,B_MD60,Y12-17,T,IT
ilc_lvho07a,2008,24.3,A,PC,B_MD60,Y15-19,F,FI
ilc_lvho07a,2008,27.4,A,PC,B_MD60,Y15-19,F,IT
ilc_lvho07a,2008,14.3,A,PC,B_MD60,Y15-19,M,FI
ilc_lvho07a,2008,20.4,A,PC,B_MD60,Y15-19,M,IT
ilc_lvho07a,2008,19.9,A,PC,B_MD60,Y15-19,T,FI
ilc_lvho07a,2008,24.0,A,PC,B_MD60,Y15-19,T,IT
ilc_lvho07a,2008,26.4,A,PC,B_MD60,Y15-24,F,FI
ilc_lvho07a,2008,27.3,A,PC,B_MD60,Y15-24,F,IT
ilc_lvho07a,2008,30.7,A,PC,B_MD60,Y15-24,M,FI
ilc_lvho07a,2008,22.6,A,PC,B_MD60,Y15-24,M,IT
ilc_lvho07a,2008,28.6,A,PC,B_MD60,Y15-24,T,FI
ilc_lvho07a,2008,25.1,A,PC,B_MD60,Y15-24,T,IT
ilc_lvho07a,2008,27.7,A,PC,B_MD60,Y15-29,F,FI
ilc_lvho07a,2008,28.6,A,PC,B_MD60,Y15-29,F,IT
ilc_lvho07a,2008,29.2,A,PC,B_MD60,Y15-29,M,FI
ilc_lvho07a,2008,24.8,A,PC,B_MD60,Y15-29,M,IT
ilc_lvho07a,2008,28.4,A,PC,B_MD60,Y15-29,T,FI
ilc_lvho07a,2008,26.8,A,PC,B_MD60,Y15-29,T,IT
ilc_lvho07a,2008,26.2,A,PC,B_MD60,Y16-19,F,FI
ilc_lvho07a,2008,28.1,A,PC,B_MD60,Y16-19,F,IT
ilc_lvho07a,2008,15.8,A,PC,B_MD60,Y16-19,M,FI
ilc_lvho07a,2008,20.6,A,PC,B_MD60,Y16-19,M,IT
ilc_lvho07a,2008,21.8,A,PC,B_MD60,Y16-19,T,FI
ilc_lvho07a,2008,24.4,A,PC,B_MD60,Y16-19,T,IT
ilc_lvho07a,2008,27.2,A,PC,B_MD60,Y16-24,F,FI
ilc_lvho07a,2008,27.6,A,PC,B_MD60,Y16-24,F,IT
ilc_lvho07a,2008,32.4,A,PC,B_MD60,Y16-24,M,FI
ilc_lvho07a,2008,23.0,A,PC,B_MD60,Y16-24,M,IT
ilc_lvho07a,2008,29.8,A,PC,B_MD60,Y16-24,T,FI
ilc_lvho07a,2008,25.4,A,PC,B_MD60,Y16-24,T,IT
ilc_lvho07a,2008,28.3,A,PC,B_MD60,Y16-29,F,FI
ilc_lvho07a,2008,28.9,A,PC,B_MD60,Y16-29,F,IT
ilc_lvho07a,2008,30.3,A,PC,B_MD60,Y16-29,M,FI
ilc_lvho07a,2008,25.3,A,PC,B_MD60,Y16-29,M,IT
ilc_lvho07a,2008,29.4,A,PC,B_MD60,Y16-29,T,FI
ilc_lvho07a,2008,27.2,A,PC,B_MD60,Y16-29,T,IT
ilc_lvho07a,2008,28.8,A,PC,B_MD60,Y18-24,F,FI
ilc_lvho07a,2008,29.7,A,PC,B_MD60,Y18-24,F,IT
ilc_lvho07a,2008,34.8,A,PC,B_MD60,Y18-24,M,FI
ilc_lvho07a,2008,25.2,A,PC,B_MD60,Y18-24,M,IT
ilc_lvho07a,2008,31.8,A,PC,B_MD60,Y18-24,T,FI
ilc_lvho07a,2008,27.6,A,PC,B_MD60,Y18-24,T,IT
ilc_lvho07a,2008,24.5,A,PC,B_MD60,Y18-64,F,FI
ilc_lvho07a,2008,30.2,A,PC,B_MD60,Y18-64,F,IT
ilc_lvho07a,2008,24.8,A,PC,B_MD60,Y18-64,M,FI
ilc_lvho07a,2008,28.7,A,PC,B_MD60,Y18-64,M,IT
ilc_lvho07a,2008,24.7,A,PC,B_MD60,Y18-64,T,FI
ilc_lvho07a,2008,29.5,A,PC,B_MD60,Y18-64,T,IT
ilc_lvho07a,2008,27.7,A,PC,B_MD60,Y20-24,F,FI
ilc_lvho07a,2008,27.2,A,PC,B_MD60,Y20-24,F,IT
ilc_lvho07a,2008,38.1,A,PC,B_MD60,Y20-24,M,FI
ilc_lvho07a,2008,25.4,A,PC,B_MD60,Y20-24,M,IT
ilc_lvho07a,2008,33.2,A,PC,B_MD60,Y20-24,T,FI
ilc_lvho07a,2008,26.3,A,PC,B_MD60,Y20-24,T,IT
ilc_lvho07a,2008,29.2,A,PC,B_MD60,Y20-29,F,FI
ilc_lvho07a,2008,29.4,A,PC,B_MD60,Y20-29,F,IT
ilc_lvho07a,2008,33.9,A,PC,B_MD60,Y20-29,M,FI
ilc_lvho07a,2008,27.8,A,PC,B_MD60,Y20-29,M,IT
ilc_lvho07a,2008,31.7,A,PC,B_MD60,Y20-29,T,FI
ilc_lvho07a,2008,28.7,A,PC,B_MD60,Y20-29,T,IT
ilc_lvho07a,2008,32.7,A,PC,B_MD60,Y25-29,F,FI
ilc_lvho07a,2008,31.8,A,PC,B_MD60,Y25-29,F,IT
ilc_lvho07a,2008,23.6,A,PC,B_MD60,Y25-29,M,FI
ilc_lvho07a,2008,30.6,A,PC,B_MD60,Y25-29,M,IT
ilc_lvho07a,2008,27.8,A,PC,B_MD60,Y25-29,T,FI
ilc_lvho07a,2008,31.2,A,PC,B_MD60,Y25-29,T,IT
ilc_lvho07a,2008,18.8,A,PC,B_MD60,Y6-11,F,FI
ilc_lvho07a,2008,22.2,A,PC,B_MD60,Y6-11,F,IT
ilc_lvho07a,2008,15.6,A,PC,B_MD60,Y6-11,M,FI
ilc_lvho07a,2008,23.8,A,PC,B_MD60,Y6-11,M,IT
ilc_lvho07a,2008,17.2,A,PC,B_MD60,Y6-11,T,FI
ilc_lvho07a,2008,23.1,A,PC,B_MD60,Y6-11,T,IT
ilc_lvho07a,2008,10.4,A,PC,B_MD60,Y_GE65,F,FI
ilc_lvho07a,2008,26.3,A,PC,B_MD60,Y_GE65,F,IT
ilc_lvho07a,2008,5.2,A,PC,B_MD60,Y_GE65,M,FI
ilc_lvho07a,2008,17.7,A,PC,B_MD60,Y_GE65,M,IT
ilc_lvho07a,2008,8.9,A,PC,B_MD60,Y_GE65,T,FI
ilc_lvho07a,2008,23.3,A,PC,B_MD60,Y_GE65,T,IT
ilc_lvho07a,2008,17.6,A,PC,B_MD60,Y_LT18,F,FI
ilc_lvho07a,2008,25.4,A,PC,B_MD60,Y_LT18,F,IT
ilc_lvho07a,2008,13.3,A,PC,B_MD60,Y_LT18,M,FI
ilc_lvho07a,2008,27.0,A,PC,B_MD60,Y_LT18,M,IT
ilc_lvho07a,2008,15.5,A,PC,B_MD60,Y_LT18,T,FI
ilc_lvho07a,2008,26.2,A,PC,B_MD60,Y_LT18,T,IT
ilc_lvho07a,2008,19.2,A,PC,B_MD60,Y_LT6,F,FI
ilc_lvho07a,2008,30.0,A,PC,B_MD60,Y_LT6,F,IT
ilc_lvho07a,2008,14.0,A,PC,B_MD60,Y_LT6,M,FI
ilc_lvho07a,2008,32.4,A,PC,B_MD60,Y_LT6,M,IT
ilc_lvho07a,2008,16.8,A,PC,B_MD60,Y_LT6,T,FI
ilc_lvho07a,2008,31.3,A,PC,B_MD60,Y_LT6,T,IT
ilc_lvho07a,2008,5.0,A,PC,TOTAL,TOTAL,F,FI
ilc_lvho07a,2008,9.0,A,PC,TOTAL,TOTAL,F,IT
ilc_lvho07a,2008,4.4,A,PC,TOTAL,TOTAL,M,FI
ilc_lvho07a,2008,7.5,A,PC,TOTAL,TOTAL,M,IT
ilc_lvho07a,2008,4.7,A,PC,TOTAL,TOTAL,T,FI
ilc_lvho07a,2008,8.3,A,PC,TOTAL,TOTAL,T,IT
ilc_lvho07a,2008,2.8,A,PC,TOTAL,Y12-17,F,FI
ilc_lvho07a,2008,8.2,A,PC,TOTAL,Y12-17,F,IT
ilc_lvho07a,2008,3.3,A,PC,TOTAL,Y12-17,M,FI
ilc_lvho07a,2008,8.0,A,PC,TOTAL,Y12-17,M,IT
ilc_lvho07a,2008,3.0,A,PC,TOTAL,Y12-17,T,FI
ilc_lvho07a,2008,8.1,A,PC,TOTAL,Y12-17,T,IT
ilc_lvho07a,2008,5.5,A,PC,TOTAL,Y15-19,F,FI
ilc_lvho07a,2008,10.1,A,PC,TOTAL,Y15-19,F,IT
ilc_lvho07a,2008,3.4,A,PC,TOTAL,Y15-19,M,FI
ilc_lvho07a,2008,7.7,A,PC,TOTAL,Y15-19,M,IT
ilc_lvho07a,2008,4.4,A,PC,TOTAL,Y15-19,T,FI
ilc_lvho07a,2008,8.9,A,PC,TOTAL,Y15-19,T,IT
ilc_lvho07a,2008,7.8,A,PC,TOTAL,Y15-24,F,FI
ilc_lvho07a,2008,9.3,A,PC,TOTAL,Y15-24,F,IT
ilc_lvho07a,2008,8.1,A,PC,TOTAL,Y15-24,M,FI
ilc_lvho07a,2008,7.4,A,PC,TOTAL,Y15-24,M,IT
ilc_lvho07a,2008,8.0,A,PC,TOTAL,Y15-24,T,FI
ilc_lvho07a,2008,8.3,A,PC,TOTAL,Y15-24,T,IT
ilc_lvho07a,2008,7.8,A,PC,TOTAL,Y15-29,F,FI
ilc_lvho07a,2008,9.3,A,PC,TOTAL,Y15-29,F,IT
ilc_lvho07a,2008,7.1,A,PC,TOTAL,Y15-29,M,FI
ilc_lvho07a,2008,8.2,A,PC,TOTAL,Y15-29,M,IT
ilc_lvho07a,2008,7.5,A,PC,TOTAL,Y15-29,T,FI
ilc_lvho07a,2008,8.7,A,PC,TOTAL,Y15-29,T,IT
ilc_lvho07a,2008,6.1,A,PC,TOTAL,Y16-19,F,FI
ilc_lvho07a,2008,10.3,A,PC,TOTAL,Y16-19,F,IT
ilc_lvho07a,2008,3.6,A,PC,TOTAL,Y16-19,M,FI
ilc_lvho07a,2008,7.7,A,PC,TOTAL,Y16-19,M,IT
ilc_lvho07a,2008,4.8,A,PC,TOTAL,Y16-19,T,FI
ilc_lvho07a,2008,8.9,A,PC,TOTAL,Y16-19,T,IT
ilc_lvho07a,2008,8.4,A,PC,TOTAL,Y16-24,F,FI
ilc_lvho07a,2008,9.3,A,PC,TOTAL,Y16-24,F,IT
ilc_lvho07a,2008,8.7,A,PC,TOTAL,Y16-24,M,FI
ilc_lvho07a,2008,7.4,A,PC,TOTAL,Y16-24,M,IT
ilc_lvho07a,2008,8.6,A,PC,TOTAL,Y16-24,T,FI
ilc_lvho07a,2008,8.3,A,PC,TOTAL,Y16-24,T,IT
ilc_lvho07a,2008,8.1,A,PC,TOTAL,Y16-29,F,FI
ilc_lvho07a,2008,9.3,A,PC,TOTAL,Y16-29,F,IT
ilc_lvho07a,2008,7.5,A,PC,TOTAL,Y16-29,M,FI
ilc_lvho07a,2008,8.2,A,PC,TOTAL,Y16-29,M,IT
ilc_lvho07a,2008,7.8,A,PC,TOTAL,Y16-29,T,FI
ilc_lvho07a,2008,8.7,A,PC,TOTAL,Y16-29,T,IT
ilc_lvho07a,2008,9.9,A,PC,TOTAL,Y18-24,F,FI
ilc_lvho07a,2008,9.7,A,PC,TOTAL,Y18-24,F,IT
ilc_lvho07a,2008,10.3,A,PC,TOTAL,Y18-24,M,FI
ilc_lvho07a,2008,7.8,A,PC,TOTAL,Y18-24,M,IT
ilc_lvho07a,2008,10.1,A,PC,TOTAL,Y18-24,T,FI
ilc_lvho07a,2008,8.8,A,PC,TOTAL,Y18-24,T,IT
ilc_lvho07a,2008,5.1,A,PC,TOTAL,Y18-64,F,FI
ilc_lvho07a,2008,8.5,A,PC,TOTAL,Y18-64,F,IT
ilc_lvho07a,2008,4.7,A,PC,TOTAL,Y18-64,M,FI
ilc_lvho07a,2008,7.6,A,PC,TOTAL,Y18-64,M,IT
ilc_lvho07a,2008,4.9,A,PC,TOTAL,Y18-64,T,FI
ilc_lvho07a,2008,8.1,A,PC,TOTAL,Y18-64,T,IT
ilc_lvho07a,2008,10.3,A,PC,TOTAL,Y20-24,F,FI
ilc_lvho07a,2008,8.5,A,PC,TOTAL,Y20-24,F,IT
ilc_lvho07a,2008,12.8,A,PC,TOTAL,Y20-24,M,FI
ilc_lvho07a,2008,7.2,A,PC,TOTAL,Y20-24,M,IT
ilc_lvho07a,2008,11.6,A,PC,TOTAL,Y20-24,T,FI
ilc_lvho07a,2008,7.8,A,PC,TOTAL,Y20-24,T,IT
ilc_lvho07a,2008,8.9,A,PC,TOTAL,Y20-29,F,FI
ilc_lvho07a,2008,8.9,A,PC,TOTAL,Y20-29,F,IT
ilc_lvho07a,2008,9.0,A,PC,TOTAL,Y20-29,M,FI
ilc_lvho07a,2008,8.4,A,PC,TOTAL,Y20-29,M,IT
ilc_lvho07a,2008,9.0,A,PC,TOTAL,Y20-29,T,FI
ilc_lvho07a,2008,8.7,A,PC,TOTAL,Y20-29,T,IT
ilc_lvho07a,2008,7.7,A,PC,TOTAL,Y25-29,F,FI
ilc_lvho07a,2008,9.4,A,PC,TOTAL,Y25-29,F,IT
ilc_lvho07a,2008,5.3,A,PC,TOTAL,Y25-29,M,FI
ilc_lvho07a,2008,9.4,A,PC,TOTAL,Y25-29,M,IT
ilc_lvho07a,2008,6.5,A,PC,TOTAL,Y25-29,T,FI
ilc_lvho07a,2008,9.4,A,PC,TOTAL,Y25-29,T,IT
ilc_lvho07a,2008,3.3,A,PC,TOTAL,Y6-11,F,FI
ilc_lvho07a,2008,8.3,A,PC,TOTAL,Y6-11,F,IT
ilc_lvho07a,2008,4.6,A,PC,TOTAL,Y6-11,M,FI
ilc_lvho07a,2008,8.0,A,PC,TOTAL,Y6-11,M,IT
ilc_lvho07a,2008,4.0,A,PC,TOTAL,Y6-11,T,FI
ilc_lvho07a,2008,8.2,A,PC,TOTAL,Y6-11,T,IT
ilc_lvho07a,2008,6.2,A,PC,TOTAL,Y_GE65,F,FI
ilc_lvho07a,2008,10.1,A,PC,TOTAL,Y_GE65,F,IT
ilc_lvho07a,2008,3.6,A,PC,TOTAL,Y_GE65,M,FI
ilc_lvho07a,2008,5.4,A,PC,TOTAL,Y_GE65,M,IT
ilc_lvho07a,2008,5.2,A,PC,TOTAL,Y_GE65,T,FI
ilc_lvho07a,2008,8.1,A,PC,TOTAL,Y_GE65,T,IT
ilc_lvho07a,2008,3.5,A,PC,TOTAL,Y_LT18,F,FI
ilc_lvho07a,2008,9.2,A,PC,TOTAL,Y_LT18,F,IT
ilc_lvho07a,2008,4.1,A,PC,TOTAL,Y_LT18,M,FI
ilc_lvho07a,2008,9.3,A,PC,TOTAL,Y_LT18,M,IT
ilc_lvho07a,2008,3.8,A,PC,TOTAL,Y_LT18,T,FI
ilc_lvho07a,2008,9.2,A,PC,TOTAL,Y_LT18,T,IT
ilc_lvho07a,2008,4.5,A,PC,TOTAL,Y_LT6,F,FI
ilc_lvho07a,2008,10.9,A,PC,TOTAL,Y_LT6,F,IT
ilc_lvho07a,2008,4.6,A,PC,TOTAL,Y_LT6,M,FI
ilc_lvho07a,2008,11.5,A,PC,TOTAL,Y_LT6,M,IT
ilc_lvho07a,2008,4.6,A,PC,TOTAL,Y_LT6,T,FI
ilc_lvho07a,2008,11.2,A,PC,TOTAL,Y_LT6,T,IT
ilc_lvho07a,2009,2.6,A,PC,A_MD60,TOTAL,F,FI
ilc_lvho07a,2009,3.5,A,PC,A_MD60,TOTAL,F,IT
ilc_lvho07a,2009,2.1,A,PC,A_MD60,TOTAL,M,FI
ilc_lvho07a,2009,3.1,A,PC,A_MD60,TOTAL,M,IT
ilc_lvho07a,2009,2.4,A,PC,A_MD60,TOTAL,T,FI
ilc_lvho07a,2009,3.3,A,PC,A_MD60,TOTAL,T,IT
ilc_lvho07a,2009,2.3,A,PC,A_MD60,Y12-17,F,FI
ilc_lvho07a,2009,2.4,A,PC,A_MD60,Y12-17,F,IT
ilc_lvho07a,2009,1.4,A,PC,A_MD60,Y12-17,M,FI
ilc_lvho07a,2009,2.5,A,PC,A_MD60,Y12-17,M,IT
ilc_lvho07a,2009,1.9,A,PC,A_MD60,Y12-17,T,FI
ilc_lvho07a,2009,2.4,A,PC,A_MD60,Y12-17,T,IT
ilc_lvho07a,2009,1.8,A,PC,A_MD60,Y15-19,F,FI
ilc_lvho07a,2009,2.0,A,PC,A_MD60,Y15-19,F,IT
ilc_lvho07a,2009,1.2,A,PC,A_MD60,Y15-19,M,FI
ilc_lvho07a,2009,2.2,A,PC,A_MD60,Y15-19,M,IT
ilc_lvho07a,2009,1.5,A,PC,A_MD60,Y15-19,T,FI
ilc_lvho07a,2009,2.1,A,PC,A_MD60,Y15-19,T,IT
ilc_lvho07a,2009,2.1,A,PC,A_MD60,Y15-24,F,FI
ilc_lvho07a,2009,2.6,A,PC,A_MD60,Y15-24,F,IT
ilc_lvho07a,2009,1.8,A,PC,A_MD60,Y15-24,M,FI
ilc_lvho07a,2009,2.6,A,PC,A_MD60,Y15-24,M,IT
ilc_lvho07a,2009,2.0,A,PC,A_MD60,Y15-24,T,FI
ilc_lvho07a,2009,2.6,A,PC,A_MD60,Y15-24,T,IT
ilc_lvho07a,2009,2.3,A,PC,A_MD60,Y15-29,F,FI
ilc_lvho07a,2009,3.3,A,PC,A_MD60,Y15-29,F,IT
ilc_lvho07a,2009,2.4,A,PC,A_MD60,Y15-29,M,FI
ilc_lvho07a,2009,3.3,A,PC,A_MD60,Y15-29,M,IT
ilc_lvho07a,2009,2.3,A,PC,A_MD60,Y15-29,T,FI
ilc_lvho07a,2009,3.3,A,PC,A_MD60,Y15-29,T,IT
ilc_lvho07a,2009,1.9,A,PC,A_MD60,Y16-19,F,FI
ilc_lvho07a,2009,2.2,A,PC,A_MD60,Y16-19,F,IT
ilc_lvho07a,2009,1.4,A,PC,A_MD60,Y16-19,M,FI
ilc_lvho07a,2009,2.1,A,PC,A_MD60,Y16-19,M,IT
ilc_lvho07a,2009,1.7,A,PC,A_MD60,Y16-19,T,FI
ilc_lvho07a,2009,2.2,A,PC,A_MD60,Y16-19,T,IT
ilc_lvho07a,2009,2.2,A,PC,A_MD60,Y16-24,F,FI
ilc_lvho07a,2009,2.7,A,PC,A_MD60,Y16-24,F,IT
ilc_lvho07a,2009,2.0,A,PC,A_MD60,Y16-24,M,FI
ilc_lvho07a,2009,2.6,A,PC,A_MD60,Y16-24,M,IT
ilc_lvho07a,2009,2.1,A,PC,A_MD60,Y16-24,T,FI
ilc_lvho07a,2009,2.7,A,PC,A_MD60,Y16-24,T,IT
ilc_lvho07a,2009,2.3,A,PC,A_MD60,Y16-29,F,FI
ilc_lvho07a,2009,3.4,A,PC,A_MD60,Y16-29,F,IT
ilc_lvho07a,2009,2.5,A,PC,A_MD60,Y16-29,M,FI
ilc_lvho07a,2009,3.3,A,PC,A_MD60,Y16-29,M,IT
ilc_lvho07a,2009,2.4,A,PC,A_MD60,Y16-29,T,FI
ilc_lvho07a,2009,3.3,A,PC,A_MD60,Y16-29,T,IT
ilc_lvho07a,2009,2.8,A,PC,A_MD60,Y18-24,F,FI
ilc_lvho07a,2009,3.1,A,PC,A_MD60,Y18-24,F,IT
ilc_lvho07a,2009,2.1,A,PC,A_MD60,Y18-24,M,FI
ilc_lvho07a,2009,2.6,A,PC,A_MD60,Y18-24,M,IT
ilc_lvho07a,2009,2.4,A,PC,A_MD60,Y18-24,T,FI
ilc_lvho07a,2009,2.8,A,PC,A_MD60,Y18-24,T,IT
ilc_lvho07a,2009,2.6,A,PC,A_MD60,Y18-64,F,FI
ilc_lvho07a,2009,3.4,A,PC,A_MD60,Y18-64,F,IT
ilc_lvho07a,2009,2.2,A,PC,A_MD60,Y18-64,M,FI
ilc_lvho07a,2009,3.1,A,PC,A_MD60,Y18-64,M,IT
ilc_lvho07a,2009,2.4,A,PC,A_MD60,Y18-64,T,FI
ilc_lvho07a,2009,3.3,A,PC,A_MD60,Y18-64,T,IT
ilc_lvho07a,2009,2.5,A,PC,A_MD60,Y20-24,F,FI
ilc_lvho07a,2009,3.1,A,PC,A_MD60,Y20-24,F,IT
ilc_lvho07a,2009,2.5,A,PC,A_MD60,Y20-24,M,FI
ilc_lvho07a,2009,2.9,A,PC,A_MD60,Y20-24,M,IT
ilc_lvho07a,2009,2.5,A,PC,A_MD60,Y20-24,T,FI
ilc_lvho07a,2009,3.0,A,PC,A_MD60,Y20-24,T,IT
ilc_lvho07a,2009,2.5,A,PC,A_MD60,Y20-29,F,FI
ilc_lvho07a,2009,3.8,A,PC,A_MD60,Y20-29,F,IT
ilc_lvho07a,2009,3.0,A,PC,A_MD60,Y20-29,M,FI
ilc_lvho07a,2009,3.7,A,PC,A_MD60,Y20-29,M,IT
ilc_lvho07a,2009,2.7,A,PC,A_MD60,Y20-29,T,FI
ilc_lvho07a,2009,3.7,A,PC,A_MD60,Y20-29,T,IT
ilc_lvho07a,2009,2.5,A,PC,A_MD60,Y25-29,F,FI
ilc_lvho07a,2009,4.4,A,PC,A_MD60,Y25-29,F,IT
ilc_lvho07a,2009,3.3,A,PC,A_MD60,Y25-29,M,FI
ilc_lvho07a,2009,4.3,A,PC,A_MD60,Y25-29,M,IT
ilc_lvho07a,2009,2.9,A,PC,A_MD60,Y25-29,T,FI
ilc_lvho07a,2009,4.3,A,PC,A_MD60,Y25-29,T,IT
ilc_lvho07a,2009,1.3,A,PC,A_MD60,Y6-11,F,FI
ilc_lvho07a,2009,3.1,A,PC,A_MD60,Y6-11,F,IT
ilc_lvho07a,2009,1.7,A,PC,A_MD60,Y6-11,M,FI
ilc_lvho07a,2009,3.2,A,PC,A_MD60,Y6-11,M,IT
ilc_lvho07a,2009,1.5,A,PC,A_MD60,Y6-11,T,FI
ilc_lvho07a,2009,3.2,A,PC,A_MD60,Y6-11,T,IT
ilc_lvho07a,2009,3.4,A,PC,A_MD60,Y_GE65,F,FI
ilc_lvho07a,2009,4.2,A,PC,A_MD60,Y_GE65,F,IT
ilc_lvho07a,2009,2.2,A,PC,A_MD60,Y_GE65,M,FI
ilc_lvho07a,2009,2.8,A,PC,A_MD60,Y_GE65,M,IT
ilc_lvho07a,2009,2.9,A,PC,A_MD60,Y_GE65,T,FI
ilc_lvho07a,2009,3.6,A,PC,A_MD60,Y_GE65,T,IT
ilc_lvho07a,2009,1.9,A,PC,A_MD60,Y_LT18,F,FI
ilc_lvho07a,2009,3.2,A,PC,A_MD60,Y_LT18,F,IT
ilc_lvho07a,2009,1.9,A,PC,A_MD60,Y_LT18,M,FI
ilc_lvho07a,2009,3.2,A,PC,A_MD60,Y_LT18,M,IT
ilc_lvho07a,2009,1.9,A,PC,A_MD60,Y_LT18,T,FI
ilc_lvho07a,2009,3.2,A,PC,A_MD60,Y_LT18,T,IT
ilc_lvho07a,2009,2.1,A,PC,A_MD60,Y_LT6,F,FI
ilc_lvho07a,2009,4.0,A,PC,A_MD60,Y_LT6,F,IT
ilc_lvho07a,2009,2.6,A,PC,A_MD60,Y_LT6,M,FI
ilc_lvho07a,2009,3.9,A,PC,A_MD60,Y_LT6,M,IT
ilc_lvho07a,2009,2.3,A,PC,A_MD60,Y_LT6,T,FI
ilc_lvho07a,2009,3.9,A,PC,A_MD60,Y_LT6,T,IT
ilc_lvho07a,2009,16.7,A,PC,B_MD60,TOTAL,F,FI
ilc_lvho07a,2009,28.3,A,PC,B_MD60,TOTAL,F,IT
ilc_lvho07a,2009,17.5,A,PC,B_MD60,TOTAL,M,FI
ilc_lvho07a,2009,26.6,A,PC,B_MD60,TOTAL,M,IT
ilc_lvho07a,2009,17.1,A,PC,B_MD60,TOTAL,T,FI
ilc_lvho07a,2009,27.6,A,PC,B_MD60,TOTAL,T,IT
ilc_lvho07a,2009,12.9,A,PC,B_MD60,Y12-17,F,FI
ilc_lvho07a,2009,23.1,A,PC,B_MD60,Y12-17,F,IT
ilc_lvho07a,2009,12.4,A,PC,B_MD60,Y12-17,M,FI
ilc_lvho07a,2009,25.6,A,PC,B_MD60,Y12-17,M,IT
ilc_lvho07a,2009,12.6,A,PC,B_MD60,Y12-17,T,FI
ilc_lvho07a,2009,24.4,A,PC,B_MD60,Y12-17,T,IT
ilc_lvho07a,2009,35.4,A,PC,B_MD60,Y15-19,F,FI
ilc_lvho07a,2009,23.0,A,PC,B_MD60,Y15-19,F,IT
ilc_lvho07a,2009,18.3,A,PC,B_MD60,Y15-19,M,FI
ilc_lvho07a,2009,22.6,A,PC,B_MD60,Y15-19,M,IT
ilc_lvho07a,2009,26.1,A,PC,B_MD60,Y15-19,T,FI
ilc_lvho07a,2009,22.8,A,PC,B_MD60,Y15-19,T,IT
ilc_lvho07a,2009,29.8,A,PC,B_MD60,Y15-24,F,FI
ilc_lvho07a,2009,27.5,A,PC,B_MD60,Y15-24,F,IT
ilc_lvho07a,2009,22.3,A,PC,B_MD60,Y15-24,M,FI
